r_key,end_lat,end_lon,end_lat_pre,end_lon_pre
SDK-XJ_7f3e2d65d10c3ad79f68de0a45bc3788,35.339649,117.01322,35.335,116.947
SDK-XJ_8ca2166c369d8743e1f029aa160bceea,35.376343,116.974581,35.397,116.964
SDK-XJ_5d94dcc055683140b1c99925bfbc4183,35.325789,116.948049,35.345,116.947
SDK-XJ_4c9ec9458be23a11bf8ba8ee62085c7e,35.341454,117.014863,35.404,116.967
SDK-XJ_211183a6e2b3ba2c07a63490fde6b067,35.340403,117.005071,35.342,116.997
SDK-XJ_e5fe532179100ce1262c6e57ea8cd4cc,35.39680900000001,116.969486,35.341,116.999
SDK-XJ_0fc1fad99950cbeafb7115749724955a,35.342177,116.990875,35.343,116.988
SDK-XJ_2b40f226bfcf04601cfd664bb75775db,35.33799600000001,116.94695,35.334,116.943
SDK-XJ_58e3f899752a7bce57eb1859cac9cd31,35.384497,116.970493,35.341,117.006
SDK-XJ_4755ec293f389ec4dabb7874878899c1,35.34215800000001,116.989019,35.387,116.977
SDK-XJ_fd8fe502b78f4ce7b7ec07ea5e8f588d,35.34212700000001,116.960482,35.344,116.947
SDK-XJ_62ceffbb3a9e1d68e53f0534ae4cb877,31.280412,121.530625,31.28,121.531
SDK-XJ_a3f6c07e49865c7f3fa7de5a1bd05543,31.280279,121.530811,31.28,121.531
SDK-XJ_e5c55e9e147f0cafa255617cb04cd13d,31.28028,121.530594,31.28,121.531
SDK-XJ_e7f77a86864db41f65e2f65fabb35346,31.167185,121.34108700000002,31.165,121.341
SDK-XJ_474b0dfb73efea1d0ab10fac6645746a,31.280403000000003,121.53055,31.28,121.531
SDK-XJ_a1089f82fd7ac60fafd72094e5281d26,31.280284,121.530598,31.28,121.531
SDK-XJ_33d761f0752cf69a527d12ed08ed6d12,31.054461,121.405292,31.455,121.324
SDK-XJ_657b66f9d2e519b542b891a29e572466,31.280304,121.53063,31.28,121.531
SDK-XJ_de845746eab0d319c17f04d2261dc048,31.164826,121.340875,31.264,121.515
SDK-XJ_37bcab11b7f635223342eaedd96600da,31.238741,121.486084,31.28,121.531
SDK-XJ_4f5212610e56b651064ddbfa1047e598,31.252334,121.533015,31.28,121.531
SDK-XJ_aa69853ddf3af62e47bf8988cdbf0e97,31.164915,121.340662,31.165,121.341
SDK-XJ_2ca7691b047bb93fb1ad5ae511bba2b7,31.164891,121.34086299999998,31.264,121.517
SDK-XJ_c32b57d5a1dadf235895886fc3737adb,31.280381,121.530722,31.28,121.531
SDK-XJ_f7a34c0e4da96dd508698a0f4b0577fd,31.28028,121.530447,31.28,121.531
SDK-XJ_50affab4badc9893fd04233a89aebb0c,31.280355,121.530607,31.28,121.531
SDK-XJ_d8ec9c92865fe99bb572f1e561f1ddb8,31.166586,121.341601,31.165,121.341
SDK-XJ_9b70cd81ea41c1138408c4920a1bfe6f,22.821912,108.323062,22.77,108.285
SDK-XJ_d5af3a8762c8aac6d872524814e3641e,22.770112,108.284723,22.77,108.285
SDK-XJ_ac0f2babc9451d76fb09ed612b11ca5a,22.816551,108.316797,22.816,108.317
SDK-XJ_270301697fefded785b7489a8af914bb,22.770084,108.284865,22.77,108.285
SDK-XJ_85e894dedfaaae6fd61b52b0d10549a2,22.816503,108.316777,22.816,108.317
SDK-XJ_a1cb2525a0c69868d025ca0a5c5b3283,22.816564,108.316698,22.816,108.317
SDK-XJ_3c80898380d212f3eeeb488ba17f7c7d,22.770149,108.284534,22.77,108.285
SDK-XJ_c6b695c784336df7ff2b900544107652,22.816473,108.316686,22.816,108.316
SDK-XJ_60542610659993d049cb9435e5881e7d,22.816463,108.316721,22.816,108.317
SDK-XJ_016ae79473da55245ddff8c16d8bad15,22.77009,108.284882,22.77,108.285
SDK-XJ_ce2c05c12f8af65b8a3b90f79fe89173,22.820937,108.324751,22.77,108.285
SDK-XJ_d0760d498bd34f942cf68b825447d8d6,22.770179,108.28505,22.77,108.285
SDK-XJ_4319b9381fc9a3f0e380d8009ec17009,22.816608,108.316682,22.816,108.317
SDK-XJ_e5a35130aaab9d2ae15cf851a16c4af3,22.816494,108.316683,22.817,108.317
SDK-XJ_99aceb7cf133d3328b2b9fd936db302f,22.770027,108.284526,22.77,108.285
SDK-XJ_a66243b31fa7faf846faafe63744f6d7,22.816483,108.316717,22.817,108.317
SDK-XJ_02745a0ff961521b47d683d3c3456236,22.770169,108.284996,22.77,108.285
SDK-XJ_7fa57c71768a4b6764a50e15ded41023,23.117357,113.185943,23.05,113.043
SDK-XJ_6320b974f560f716b266d5202971cb63,23.132901,113.174925,23.108,113.186
SDK-XJ_f0f157eff8d67cfac7aed239ee2e0e31,23.11461,113.174008,23.117,113.186
SDK-XJ_5ecbbfe791932dfd8ff6b07a179081d1,31.106961,121.318104,31.11,121.319
SDK-XJ_4ea4bb289008f8ada3d1eaecc4385838,31.133459,121.29143,31.095,121.276
SDK-XJ_0a40d749e9a212f9831d16bf17a21f6a,31.18560200000001,121.31968700000002,31.113,121.32
SDK-XJ_cf4791305c4892e88399d94c617a8dd8,31.130273,121.331529,31.107,121.318
SDK-XJ_7dcac48e74cac048253b92d50220bb51,31.357564,121.242022,31.109,121.319
SDK-XJ_6b91fc9ef65b8c565680e3518f20fab7,31.107036,121.318769,31.113,121.32
SDK-XJ_32fa110bf26a66851958db376401db5a,31.106745,121.318072,31.11,121.322
SDK-XJ_8f866944d5f0cb8e1de547bb14172bfd,22.641185,114.02175,22.641,114.022
SDK-XJ_18424b16b7b42f1b34194ee71c8adbd3,45.875562,126.55687,46.687,126.107
SDK-XJ_c5845a024731996edf7c31e4961f40c1,46.682672,126.110876,46.683,126.11
SDK-XJ_08017893871d372a2cef5cb5a63fa766,46.682126,126.10247,46.682,126.103
SDK-XJ_2b16821e758c48b1b9468eb95a8a2620,46.689752,126.1179,46.682,126.102
SDK-XJ_9f98485dd667e84938aa94ff0fb7c6a3,46.687187,126.109381,46.687,126.109
SDK-XJ_db1d6ecbe92b168431df61fdd732a2bf,46.687262,126.109412,46.687,126.109
SDK-XJ_f40b01634dcd621888a4ec3dd089c5fe,45.774425,126.666034,46.565,126.266
SDK-XJ_6e8b277d9b74b452ecf0b2b2aa63e8dd,46.650009,126.123692,46.567,126.27
SDK-XJ_c8804c9002376e9e932cbe34d827d8f2,45.869435,126.54687,46.683,126.111
SDK-XJ_6b3d928c4cad5c2cab8e11d61c002682,46.682366,126.102422,46.567,126.27
SDK-XJ_df1142d88b0ef37c7671814788ca8ff0,46.687233,126.108074,46.687,126.109
SDK-XJ_d4bdf9b0a0b2cd7b9bed254197b0c3d5,46.689141,126.10133799999998,46.682,126.102
SDK-XJ_66d7ed104fb15a5545bf4d43d39c5b73,46.691722,126.101975,46.687,126.109
SDK-XJ_5e803fcfd4fc38231961cd437c4bc864,26.59807,106.581796,26.712,106.694
SDK-XJ_b14f3ab6be89199efa04747c7fd5384e,27.710476,107.034265,27.769,106.938
SDK-XJ_d5f9170d394b26bf0cc3d5bea4a9b5ef,27.709387,107.030842,27.758,106.933
SDK-XJ_aaa7a4daeafe360c5c202198998db9a1,27.719284,106.933572,27.719,106.931
SDK-XJ_bf22031594af814b0384489ce46eedda,27.728423,107.054991,27.629,106.881
SDK-XJ_473d8007cfa9fe34b7a9fe1cd8b17ab2,27.709676,107.0347,27.71,107.034
SDK-XJ_3367c74dc8ed5adc0319219802466018,27.719283,106.934619,27.719,106.935
SDK-XJ_37e691b28ca828ab1888303aa1340b26,27.720606,106.928835,27.72,106.929
SDK-XJ_cce44d003d1d3531b9b11cd7acf97009,27.719068,106.932228,27.719,106.931
SDK-XJ_24c7b173f838b18f1dc2dd8c2c0cd230,27.724001,106.968963,27.769,106.938
SDK-XJ_09d782ff2d18d71fd2b25b29238f6e8b,27.71851,106.929664,27.709,106.949
SDK-XJ_1536af13f669d2dbbe722e00363ec699,27.76911,106.938913,27.769,106.938
SDK-XJ_e7bc94f6e5e778049ac53bd5286f1e47,27.453501,106.220492,27.463,106.244
SDK-XJ_2619499f028c56ae22bfbfa0756128ef,27.454424,106.219043,27.454,106.22
SDK-XJ_4d1059544ea56200de51c3f2e31603c8,27.46463300000001,106.323459,27.453,106.221
SDK-XJ_34b20e6b14789f91469caebea9038238,27.425707,106.151343,27.388,106.104
SDK-XJ_38d705d37c31824a82c2aed475bf4576,27.429178000000004,106.151556,27.38,106.071
SDK-XJ_89132153eed21415e1304c990993268e,29.45925,119.930784,28.906,120.071
SDK-XJ_7102905cbea08db5a383835ba96e5fb2,28.900247,119.993216,28.897,120.036
SDK-XJ_a18161b0670f954acf3ac4c878cde913,29.313031,120.05678,28.897,120.
SDK-XJ_b1dcf84fe03bd629a65f2324ffa307c6,29.437853000000004,119.926877,30.818,120.667
SDK-XJ_e0a255913f26e368045d178b657d4f0d,29.491754,119.91751,29.491,119.921
SDK-XJ_670ab22fb3539ee6501ff6a783074513,29.456936,119.887208,28.911,120.071
SDK-XJ_ee25d9a7b18142bce40b2b9f54aae45b,29.219936,120.040046,29.491,119.921
SDK-XJ_4ca7ffd7d23a5f25464bb374d90c0eff,28.954484000000004,119.819305,28.903,119.985
SDK-XJ_f5c84d60577450b39b1062e840cf13a1,29.238829,119.873551,28.897,120.006
SDK-XJ_5d841ebb0aa9af7a31c3c434ce0a19fa,29.460155,119.899255,28.897,120.
SDK-XJ_80587a56fab53998c91c3e74c2cc6186,29.457243,119.899274,28.91,119.974
SDK-XJ_4eb474a91d2a36c8e24c87e439fc884b,30.293423,108.952743,30.295,108.951
SDK-XJ_ba4cae5e6bfe90c81e2ee5a173e15a39,30.367329,108.846265,30.295,108.951
SDK-XJ_385fafd75c0560ffe0a53ed0680080ad,30.423399,108.797885,30.293,108.953
SDK-XJ_fa0115b23b1b41353f85c2c4b07a5bfd,30.293177000000004,108.952168,30.293,108.952
SDK-XJ_55a0ebfe2cbcf7d96247d2e462708d7b,30.286283,108.961489,30.294,108.952
SDK-XJ_a4d869162983063ac7d395b1fb912d5e,30.295096,108.963772,30.367,108.846
SDK-XJ_9a8aabe07efa15c9b59d900d8ff5263e,38.076297,114.467424,38.013,114.471
SDK-XJ_240beba35f457f9bf7faacadc3093cf7,38.076264,114.467466,38.076,114.467
SDK-XJ_eb34d3888a00f1bbe55781114ec8f586,38.076261,114.467418,38.076,114.467
SDK-XJ_9db5f80c39196da294dbc160814e96a3,38.01345900000001,114.47085,38.013,114.471
SDK-XJ_73689f650ef4ce3c491a5689d28b4082,38.058591,114.465317,38.026,114.523
SDK-XJ_b90691110482a3ea3c20a4da2b55122f,38.076296,114.467427,38.076,114.467
SDK-XJ_0b05ab6a14b0a0ec6c9f04e42e334930,38.065031,114.48486,38.076,114.467
SDK-XJ_e9445d5f8a5ec4adf2d018250057194f,38.013452,114.47074,38.013,114.471
SDK-XJ_78329d6886978e347d6377ea6949dfd9,36.27,103.433737,36.273,103.433
SDK-XJ_6c9c24c9926a27b70cab39a4515f7f7a,36.054402,103.790597,36.077,103.712
SDK-XJ_7ae069c571954547c1ae81c9390c932e,35.515248,102.025332,36.093,103.708
SDK-XJ_74ea572be9ad5847ef8e7bcbfdd07674,36.621338,101.789346,36.27,103.433
SDK-XJ_5da35df849bb16c0fab6c4abdb502ead,29.139247,120.314404,31.288,121.222
SDK-XJ_0858b161389146fb6092bbd49a75a485,29.559659000000003,120.972904,30.916,121.678
SDK-XJ_38f387ce86c91b728913fb8b81fee6e6,25.43958,119.016675,29.879,121.572
SDK-XJ_a2cf4adbcab5df5fb9ee083a36a64a24,29.133803000000004,120.317127,31.288,121.222
SDK-XJ_811fd3f0daa0f3ece91f4a95ec6a445f,23.727948,117.51592,31.288,121.222
SDK-XJ_dc44e1d12c918f7a20e70e12f5ab083e,29.14039600000001,120.324551,31.288,121.222
SDK-XJ_6111288699dcc6428fd29d6547d7dfe7,29.142504,120.310743,31.288,121.222
SDK-XJ_62454a881a032d1fb004f6581d8061cf,25.479149,119.029722,29.864,121.556
SDK-XJ_e636f939940d136d0c4ac2bd6720139f,29.140039,120.324527,30.916,121.678
SDK-XJ_2f3a63b658095201bfd6b6eb13e50c63,24.97953900000001,118.670049,31.288,121.222
SDK-XJ_54ad37a29c4aa5ea2d884dc4e047c472,27.820737,120.51397,29.866,121.557
SDK-XJ_ea6b43fd30f9a60a6c011b0dfb9cf52d,26.114326,119.295027,29.879,121.572
SDK-XJ_0efcf133d6232692d76778e5979cdc21,23.72244,117.493858,29.864,121.556
SDK-XJ_fdba39e7686afa9ad7eb2d55d50a56ff,29.131584000000004,120.316225,31.288,121.222
SDK-XJ_0202127f9dc880d2ee4fd16e389f92d5,23.72458,117.497415,30.916,121.678
SDK-XJ_7d496233c2411b2f2a24bef0859363cb,27.268061,120.230016,29.864,121.556
SDK-XJ_ea2fe05671d4a52c456687260b204ee4,29.139471,120.321507,31.288,121.222
SDK-XJ_929b6ca484412c679833fbd53be4a570,25.439537,119.017687,30.916,121.678
SDK-XJ_f61938b8e7fbb3f18c07c70dcb828245,23.727976,117.515852,31.288,121.222
SDK-XJ_0924fdce7798ceaeba635442c792a7dd,31.247849,121.486148,31.248,121.486
SDK-XJ_142698e031dd942445f4341da98d73e8,31.300128000000004,121.467106,31.303,121.465
SDK-XJ_760782224d1de686a5da4609dc5109ca,31.247875,121.486111,31.248,121.486
SDK-XJ_2bae9fff582a96f2c8f0314238b37c62,31.30446400000001,121.47191,31.306,121.472
SDK-XJ_eddb94c5ff710eb66e8f27637ec07294,31.247878000000004,121.486135,31.248,121.486
SDK-XJ_bf6da9596193a6bacb71ff98569d7fff,31.247789,121.4861,31.248,121.486
SDK-XJ_51360ea2c107413d14169e3279fd4f4a,31.247865,121.486194,31.248,121.486
SDK-XJ_7d3dcdfb03751ffc4c6f4f86110505af,31.302174,121.471151,31.3,121.467
SDK-XJ_90c569575f513f921f4cbebe1eba7e84,31.247802000000004,121.48626000000002,31.248,121.486
SDK-XJ_3b27826fb76cf403906eac47494fa775,31.298991,121.467456,31.299,121.467
SDK-XJ_f911772e7f949e2e5f842ef64a7c7d79,31.247852,121.486094,31.248,121.486
SDK-XJ_074029b584d39f36225040a17309b8ee,31.300934,121.471172,31.304,121.467
SDK-XJ_988c21a4f83e1bacd4742b859684132f,31.301224,121.467549,31.304,121.467
SDK-XJ_8234154762d273fa14d65baf4d411b9c,31.300036,121.467495,31.304,121.465
SDK-XJ_3a516f361ac29c0b9fe5bc05f3433c66,31.231553,121.468645,31.304,121.467
SDK-XJ_5516dcbfc96b08a638e4c2893fe769f6,31.292699,121.471134,31.299,121.467
SDK-XJ_946704b153a6c0f2c2ae865925f15bc4,32.146617,114.103685,32.146,114.104
SDK-XJ_f5e0b4ba5f5546fbc40c9b10df7334ec,32.119551,114.084197,32.118,114.084
SDK-XJ_a597024abe8a194f936d0b110ebb7fdd,32.144914,114.102999,32.146,114.103
SDK-XJ_e510894ff40340342bf4db2eaf0e07f3,32.146116,114.104607,32.134,114.104
SDK-XJ_d44582fb9d2c195e88a9c375ceab0604,32.146621,114.096888,32.16,114.126
SDK-XJ_183ed1851e6e2668e479e1062a0b74c1,32.143513,114.102968,32.144,114.103
SDK-XJ_5e8f37548535591c176ff8ed8753d0eb,32.119923,114.084306,32.121,114.085
SDK-XJ_af731fca68c0b11464acd095bf132dde,32.118328000000005,114.084286,32.118,114.084
SDK-XJ_0aeb29e0b7c534d36e8987a6502a0b61,32.11878,114.084312,32.118,114.085
SDK-XJ_06626cbfff5c5bef60c848981515cd1b,32.681821,112.081388,32.682,112.082
SDK-XJ_1bf9ba257e73278163bcd6ca0ee45e96,32.696232,112.090349,32.696,112.09
SDK-XJ_e68d4add83fd448e0d8cbe1470e286d4,28.226422,121.40621000000002,28.227,121.406
SDK-XJ_1b20044a5c3d6084bbda7000ac27ceb3,28.228336,121.397434,28.226,121.405
SDK-XJ_07e18a349ec0975a0e4f38f091d05157,28.227092,121.406134,28.235,121.381
SDK-XJ_09e671066cd3aa999ef40865bf176a82,28.217577,121.287053,28.404,121.388
SDK-XJ_8fa0a0654d8147aae7d98af64c4d82d6,28.237431,121.378457,28.238,121.378
SDK-XJ_fc4a24e674eb9a158221a86c955e4f95,28.237503000000004,121.378404,28.238,121.378
SDK-XJ_52bb22dae28f90143b661e7afd682364,28.237518,121.378415,28.238,121.378
SDK-XJ_9210a84265065a692ca389c5e85337df,28.229922,121.392282,28.238,121.378
SDK-XJ_06fc4d6205a816d195803ee76256f5c5,28.237484,121.378459,28.238,121.378
SDK-XJ_5ae43287799ea40007dea9a913341b70,28.2284,121.397059,28.218,121.287
SDK-XJ_d810d9f438a3976b5f213b2d98fb03a7,28.236589,121.382657,28.238,121.378
SDK-XJ_600b2adf96611a422fc1fcb80e3f4e3e,28.23750900000001,121.378277,28.238,121.378
SDK-XJ_bacef34a97efa172ab407e866758455e,28.22666,121.40608,28.226,121.405
SDK-XJ_4776bceb6d9240936abdbf8371d05021,28.227022,121.406127,28.227,121.406
SDK-XJ_964500a6a3986763aac068c3cf4b257f,28.228454,121.395661,28.229,121.395
SDK-XJ_262097856a78ed8951b9b2ce4fc7c01a,28.237479,121.378349,28.238,121.378
SDK-XJ_3d0dddb975f7f18541cc649e9c5deef3,28.237485,121.378402,28.238,121.378
SDK-XJ_d4c0c5b71afb344237f3d855d35b698f,28.228481,121.395516,28.228,121.396
SDK-XJ_beae3962f50c50690408bcee6d4c5bd1,28.22673,121.406124,28.228,121.4
SDK-XJ_61a2d3a1ffedf694065791cb83c764bb,28.225582,121.404813,28.238,121.378
SDK-XJ_71893eb8b0ef654e83a6fef5085d5c33,22.208372,113.537485,22.208,113.538
SDK-XJ_f474b7aacfcdc57df0eae11a180be360,22.226153,113.513422,22.219,113.509
SDK-XJ_e51b0cb389e4c85436057ccd1e8ac1c9,45.594743,84.870774,45.517,84.912
SDK-XJ_875369bb2a1fd54b3e99ef53dc240d49,45.598539,84.86335,45.58,84.924
SDK-XJ_78f94e5d4f90564f445f4d0ad1e06534,45.579724,84.924605,45.58,84.924
SDK-XJ_13eea1bcb53bb2a3f03ce478d94d1ac4,44.736732,85.681426,43.999,87.291
SDK-XJ_673399fee9b8f24c595abd9b4537eb90,45.58324,84.87216,45.597,84.87
SDK-XJ_0ae516a64e48ab394d6f7aa423f8e0e4,45.597346,84.87031400000002,45.597,84.871
SDK-XJ_6a9d54365ec119d8aa5c486203afef9b,45.579906,84.924437,45.58,84.924
SDK-XJ_12ecbe5186c263775c8d7e1ba36650d8,46.51338300000001,86.015799,45.58,84.924
SDK-XJ_cc3e2c90b91efffecb9ae5b0550628d6,45.579861,84.924487,45.58,84.924
SDK-XJ_9019df9cd94f770064a68e5860b6b231,45.577324,84.8814,44.737,85.682
SDK-XJ_4f580ee81cbada87a59e2544cdc6bfd4,45.579944,84.92444499999998,45.599,84.875
SDK-XJ_969738504752f09a029ad7053e0ece4e,45.579845,84.924554,45.58,84.924
SDK-XJ_fe274362f010eca70dc72228e07749c5,45.568395,84.90084300000002,45.564,84.876
SDK-XJ_8bebe787b1f39b1a873f93e81673299a,44.320752,80.774213,44.321,80.774
SDK-XJ_322f3a7ecf207601d8c86a73604fa2b2,44.320176,80.77483199999998,44.321,80.774
SDK-XJ_909fa7fb7c106e80800759705dbcb5bf,44.320844,80.77431700000002,44.321,80.774
SDK-XJ_c8c6375cce4d77b612cac14b90c1751d,44.320648,80.774907,44.319,80.745
SDK-XJ_15686302df3caf88b2ea19a58d8ce341,43.83006500000001,87.554618,43.888,87.509
SDK-XJ_6ac8b6067a4e5a6b8bc19d80ab78abe1,43.833536,87.554537,43.833,87.557
SDK-XJ_7852a7fcd40c0f7bd1c297753fcae26e,43.780746,87.592941,43.781,87.593
SDK-XJ_050dccdb43c66a2cc79d09a5991046f7,43.780692,87.59281899999998,43.781,87.593
SDK-XJ_a8c871e2572fc367f0b24669ae14bbd4,43.645355,87.477689,43.83,87.554
SDK-XJ_192e27fc27c84ead6544dda25270b3b5,43.64533,87.477626,43.781,87.593
SDK-XJ_96f5ef1fe1bcd15528b1c6b1443a6b57,43.832252,87.55608000000002,43.831,87.579
SDK-XJ_180ac5e2a0eb90d272426f543ca377f3,29.961864,106.019652,29.991,106.083
SDK-XJ_dfed00c7ed416aeb2fb3b1893646b89f,29.836967,106.05414,29.993,105.995
SDK-XJ_0659eafaedfc70cdbaeb3fa1bd19883e,29.818782,106.07031299999998,29.979,106.025
SDK-XJ_418d524269bdcd77b6ad688f5e4d5392,29.836964,106.054127,29.859,106.041
SDK-XJ_07bfdc14ffeee602cc1121afc3a8dd46,29.993545,105.993616,29.993,105.995
SDK-XJ_1fd6b444b48b3e291c20905b75b25d45,31.758435,119.932528,31.758,119.932
SDK-XJ_33cb329936bda73dc8916d5add2fe78c,31.87084500000001,119.964414,31.87,119.964
SDK-XJ_f34d1a8eaba836cb4d61c54fe739abfd,31.758406,119.932479,31.863,119.966
SDK-XJ_f9854126a2fc55376468289cd41b48b3,31.869754,119.964304,31.87,119.964
SDK-XJ_90cf9c3bae5ff81f58193c18652d9a78,32.039848,119.805658,31.758,119.932
SDK-XJ_732a1feda60085cbdbc255e58ec8bb37,31.869768,119.964312,31.87,119.964
SDK-XJ_3ec7d1d4fb94ef5946149005135a97a9,31.758423,119.932474,31.758,119.932
SDK-XJ_3ba9144b9d5155df894d1ca9c4eb5e01,31.870873,119.964335,31.87,119.964
SDK-XJ_0ef0f2fc1248ebbe2610c21b30339817,31.758358,119.932456,31.758,119.932
SDK-XJ_1ff84fa149d13bd8493ad7e1fc536267,31.788336,119.883921,31.758,119.932
SDK-XJ_84d8d36ffda5db8d6fff33d38ac35d74,25.604466,102.190266,24.929,102.724
SDK-XJ_ba984c8bebb709ce5780ec6ad0d93d2f,24.996761,102.681203,24.996,102.681
SDK-XJ_a9a7e05e45eb1bc3fa8773a8b3da904b,25.631603,102.171131,24.993,102.674
SDK-XJ_6b93b95f59649c661a1d5259aba18377,24.995422,102.680885,24.931,102.736
SDK-XJ_40135b39eae82888585d2e5dc01c5662,24.959129,102.752105,24.995,102.68
SDK-XJ_13bb2dd4fc3e4d5399809acc22c302d6,24.995227,102.679947,24.995,102.68
SDK-XJ_1b33f9ae9bedb8d5ca7090b0ed96cec7,25.004303,102.683039,24.995,102.68
SDK-XJ_28a53f3532b67872dc1ad5e87214a2e4,24.926803,102.741034,24.927,102.74
SDK-XJ_ff22033b7da4fbd7be5db94aaed74fcd,32.713788,109.032936,32.705,109.019
SDK-XJ_12a14f096021d21cacec63ce7c83d54d,32.713743,109.033336,32.677,109.036
SDK-XJ_e0ac5a599da24d549ac9558dfb9c8780,32.679018,109.057387,32.711,109.029
SDK-XJ_933c9e71400a42afdf05cb9ea8bedd3f,32.729913,109.099231,32.705,109.019
SDK-XJ_20755c8d7add0750aeb402e9fa5b846f,32.711347,109.028968,32.711,109.029
SDK-XJ_51f16aec226ac3ee785eeb5eba786a1c,32.713839,109.033184,32.714,109.033
SDK-XJ_03c337cf785c879ddf83c73d71496482,32.711269,109.02893,32.705,109.019
SDK-XJ_2aa17313c5929ef2b74d6dcbf7853548,32.729658,109.098688,32.723,109.092
SDK-XJ_544cdf3604d9c9f5557c699fb32efdf3,32.711315,109.02891,32.711,109.022
SDK-XJ_6bf521c226c47c5c3b45c0ea4823a318,32.729656,109.098716,32.73,109.099
SDK-XJ_69ea4e8f1431cef1d2d28e6e1152ae69,32.711354,109.028857,32.711,109.029
SDK-XJ_40145bd9f25fac66bea76b631878dee2,32.706369,108.986739,32.711,109.029
SDK-XJ_e8b965b4a2cdf18d13dd2f272862faac,30.69642,114.313448,30.696,114.314
SDK-XJ_ec46d8925c6e25096a134c64eff9070c,30.959832,114.429691,30.732,114.239
SDK-XJ_a47e0564741f78a194d8e901a10a3661,30.769233000000003,114.269294,30.703,114.321
SDK-XJ_24303cf06639f2600e4d9f9db71de682,30.871059,114.37933,30.703,114.321
SDK-XJ_c0a17a0fff766cce3dcbb3807b9900a3,31.022384,114.441435,30.696,114.313
SDK-XJ_d354874535155e57c6f2b655879e6e01,31.034245,114.433623,30.679,115.238
SDK-XJ_48ea2ca827cfb99e4d6055ab629326ab,30.696421,114.31346200000002,30.696,114.314
SDK-XJ_833b0e77460eb63db9c0c45b6b1ec620,30.696462,114.313404,30.696,114.314
SDK-XJ_f4d9c0b31d6df44c190437eea0aeb63f,30.696415,114.313457,30.696,114.314
SDK-XJ_33e601e75299425d8274c6f5807dd561,31.547601,120.76256,31.547,120.762
SDK-XJ_c9b8e9f6a5380afb909e80e48ded7aeb,31.547577,120.762338,31.547,120.762
SDK-XJ_d03ae02143d48e36429232599b518db0,31.54764,120.762408,31.559,120.783
SDK-XJ_c1821fe883d6424e39a64ae2c6cd9d77,31.554078000000004,120.782141,31.554,120.782
SDK-XJ_8a3810c89987a14dbd61868edc86a930,31.554127,120.782247,31.554,120.782
SDK-XJ_8811510f3afff0d026c89bfe82fc9c94,31.554006,120.782179,31.554,120.782
SDK-XJ_8a1d9b2e4305551bb2fd9ee8b65b5940,31.547488,120.76232,31.547,120.762
SDK-XJ_24dd7d27a5e4493d2057f11aa7b0ed79,31.554015000000003,120.78216100000002,31.554,120.782
SDK-XJ_aa2f0935f6793c01ccd124455e56d88f,31.547565,120.762443,31.547,120.762
SDK-XJ_7a0be36b10527f9dff5082638f86f5ed,31.547602,120.762371,31.547,120.762
SDK-XJ_5d5e56996edc4f4e90da858461a7ca25,31.547457,120.762385,31.547,120.762
SDK-XJ_c4ba3c7f2b80d83002337f3dc809d506,31.557892,120.774639,31.55,120.779
SDK-XJ_9e14d4b7e3e1c5c80560d53d907e5e2b,31.547612,120.762442,31.547,120.762
SDK-XJ_a73b84859c90aaa9f09e1fc42cabec3f,31.554179,120.782378,31.56,120.79
SDK-XJ_c5698b03a96a8917388c1fd60d29dbe4,31.547548,120.762343,31.547,120.763
SDK-XJ_34c306444d3cea73dd3a62e72362eeae,31.553891,120.782183,31.554,120.782
SDK-XJ_7350045fffb3f160ec05aacb1072704d,31.55406,120.782169,31.554,120.782
SDK-XJ_8e1ebde3ef68e5a7d548b49511eb9b93,31.553969,120.782259,31.554,120.782
SDK-XJ_f42a7e3d161c943094d25e74a4e66d84,31.061029,121.301759,31.041,121.236
SDK-XJ_f9ca00f7524526e0a30b22ee67cdd725,31.100790000000003,121.25217,31.067,121.312
SDK-XJ_44544e68845bcfffc1d9e8b0437d49f5,31.104094,121.249621,31.111,121.249
SDK-XJ_b6ee37e6aa5d6a3b53a08fbc3e202aac,31.158892,121.119269,31.1,121.25
SDK-XJ_1df12d10ff0bd711dce900828c03cddc,31.128505,121.125905,31.159,121.12
SDK-XJ_3044eba1053134e2427290a3dda44f13,31.632061,120.384016,31.632,120.384
SDK-XJ_d619b32b611779a1a96b6d2dededec48,31.653233,120.384499,31.653,120.385
SDK-XJ_e9831d789520e87b07253104963dc619,31.632109000000003,120.384027,31.633,120.384
SDK-XJ_106beb4413e8e734a947021f0b0aedb0,31.632152,120.383787,31.632,120.384
SDK-XJ_44ee8a440025dd9ef8cbb99fd9d03e68,31.653154,120.384632,31.653,120.385
SDK-XJ_e2277e8bada90297df33294fc2871e39,31.653241,120.38452,31.653,120.384
SDK-XJ_64cae582b86f61682da67feae940b634,31.653119,120.384663,31.653,120.385
SDK-XJ_f36b251369dc94c8d3905499616c10f5,31.653204,120.384403,31.653,120.385
SDK-XJ_fad942084fee238dc4fb0f287c70fee1,31.63205,120.383893,31.633,120.384
SDK-XJ_43bbc27da1e08502223392d5ff33450c,31.632052,120.384024,31.633,120.384
SDK-XJ_a2a8e429f704819111effa28fe5e1d8b,31.63201500000001,120.384004,31.632,120.384
SDK-XJ_c3143c6a8384e5bc440120369687704c,31.653162,120.384597,31.652,120.385
SDK-XJ_762ec520afd9da56dba016ffd4c9a378,31.653194,120.384617,31.652,120.385
